customer_id,lifetime,recency,avg_purchase_interval,frequency,number_products,nunique_products,avg_basket_size,purchase_count,charge_back_count,return_rate,avg_unt_price,avg_order_value,gross_revenue,cluster
17850.0,373.0,372.0,10.657142857142857,0.0938337801608579,297.0,21.0,48.371428571428574,35,1.0,0.02857142857142857,3.9603703703703705,151.1037142857143,5288.63,Insiders
13047.0,373.0,56.0,23.3125,0.04289544235924933,171.0,105.0,84.6875,16,7.0,0.4375,3.9260818713450294,193.06875000000002,3089.1000000000004,Loyals
12583.0,373.0,2.0,21.941176470588236,0.045576407506702415,232.0,114.0,292.8235294117647,17,2.0,0.11764705882352941,2.1404741379310344,389.96117647058827,6629.34,Insiders
13748.0,373.0,95.0,74.6,0.013404825737265416,28.0,24.0,87.8,5,0.0,0.0,3.9964285714285714,189.65,948.25,Absentings
15100.0,373.0,333.0,62.166666666666664,0.0160857908847185,3.0,1.0,9.666666666666666,6,3.0,0.5,10.949999999999998,105.85000000000001,635.1,Outs
15291.0,373.0,25.0,19.63157894736842,0.05093833780160858,102.0,61.0,109.10526315789474,19,5.0,0.2631578947368421,4.702254901960784,239.55315789473684,4551.51,Potencials
14688.0,373.0,7.0,13.814814814814815,0.07238605898123325,327.0,148.0,119.33333333333333,27,6.0,0.2222222222222222,2.131039755351682,189.16222222222223,5107.38,Insiders
17809.0,373.0,16.0,26.642857142857142,0.03753351206434316,61.0,46.0,144.0,14,2.0,0.14285714285714285,2.9057377049180326,381.775,5344.849999999999,Medians
15311.0,373.0,0.0,3.1610169491525424,0.3163538873994638,2379.0,567.0,319.66101694915255,118,27.0,0.2288135593220339,2.506036149642707,503.55372881355936,59419.340000000004,Insiders
16098.0,373.0,87.0,53.285714285714285,0.01876675603217158,67.0,34.0,87.57142857142857,7,0.0,0.0,4.424626865671642,286.5185714285714,2005.63,Medians
18074.0,373.0,373.0,373.0,0.002680965147453083,13.0,13.0,190.0,1,0.0,0.0,4.7807692307692315,489.6,489.6,Medians
17420.0,373.0,50.0,124.33333333333333,0.00804289544235925,30.0,28.0,88.33333333333333,3,0.0,0.0,3.881333333333333,199.61,598.83,Medians
16029.0,373.0,38.0,5.651515151515151,0.1769436997319035,241.0,43.0,487.92424242424244,66,4.0,0.06060606060606061,2.4051452282157677,881.725,58193.85,Insiders
16250.0,373.0,261.0,186.5,0.005361930294906166,24.0,22.0,104.0,2,0.0,0.0,3.0883333333333334,194.72,389.44,Absentings
12431.0,373.0,35.0,20.72222222222222,0.04825737265415549,233.0,162.0,158.27777777777777,18,3.0,0.16666666666666666,3.6887982832618027,350.63277777777773,6311.389999999999,Insiders
17511.0,373.0,2.0,8.28888888888889,0.12064343163538874,963.0,453.0,1400.3111111111111,45,14.0,0.3111111111111111,2.3066251298027,1958.626666666667,88138.20000000001,Insiders
13705.0,373.0,7.0,124.33333333333333,0.00804289544235925,28.0,25.0,121.0,3,0.0,0.0,7.6085714285714285,237.28666666666666,711.86,Absentings
13747.0,373.0,373.0,373.0,0.002680965147453083,1.0,1.0,8.0,1,0.0,0.0,9.95,79.6,79.6,Outs
13408.0,373.0,1.0,4.973333333333334,0.20107238605898123,478.0,234.0,215.04,75,13.0,0.17333333333333334,2.439100418410042,371.8450666666667,27888.38,Insiders
13767.0,373.0,2.0,7.173076923076923,0.13941018766756033,368.0,55.0,139.57692307692307,52,15.0,0.28846153846153844,3.713532608695652,325.87903846153847,16945.71,Insiders
17924.0,373.0,11.0,28.692307692307693,0.03485254691689008,31.0,26.0,87.76923076923077,13,6.0,0.46153846153846156,3.246451612903226,222.64076923076922,2894.33,Medians
13448.0,373.0,16.0,37.3,0.02680965147453083,195.0,137.0,163.8,10,4.0,0.4,3.182205128205128,346.567,3465.67,Insiders
15862.0,373.0,8.0,93.25,0.010723860589812333,147.0,142.0,146.25,4,0.0,0.0,2.7378911564625854,208.22,832.88,Loyals
15513.0,373.0,33.0,16.954545454545453,0.058981233243967826,308.0,183.0,252.04545454545453,22,3.0,0.13636363636363635,4.107370129870129,660.0036363636365,14520.080000000002,Insiders
12791.0,373.0,373.0,373.0,0.002680965147453083,1.0,1.0,96.0,1,0.0,0.0,1.85,177.60000000000002,177.60000000000002,Outs
16218.0,373.0,29.0,46.625,0.021447721179624665,84.0,56.0,259.625,8,1.0,0.125,1.6713095238095237,381.85875,3054.87,Potencials
14045.0,373.0,109.0,93.25,0.010723860589812333,6.0,4.0,133.75,4,0.0,0.0,4.233333333333333,414.9375,1659.75,Waitings
14307.0,373.0,88.0,62.166666666666664,0.0160857908847185,180.0,150.0,343.0,6,0.0,0.0,2.4864444444444445,499.28666666666663,2995.72,Loyals
17908.0,373.0,373.0,373.0,0.002680965147453083,58.0,51.0,173.0,1,0.0,0.0,2.6725862068965514,243.28,243.28,Medians
17920.0,373.0,4.0,21.941176470588236,0.045576407506702415,695.0,406.0,147.88235294117646,17,0.0,0.0,2.327769784172662,246.6,4192.2,Insiders
12838.0,373.0,33.0,186.5,0.005361930294906166,123.0,115.0,179.5,2,0.0,0.0,2.3197560975609757,341.565,683.13,Loyals
13255.0,373.0,9.0,124.33333333333333,0.00804289544235925,13.0,13.0,58.0,3,1.0,0.3333333333333333,4.96,130.22,390.65999999999997,Outs
16583.0,373.0,373.0,373.0,0.002680965147453083,14.0,14.0,111.0,1,0.0,0.0,2.564285714285714,233.45,233.45,Absentings
18085.0,373.0,330.0,186.5,0.005361930294906166,29.0,25.0,132.5,2,0.0,0.0,2.8448275862068964,344.975,689.95,Absentings
13758.0,373.0,11.0,53.285714285714285,0.01876675603217158,117.0,104.0,263.42857142857144,7,0.0,0.0,3.287948717948718,455.79285714285714,3190.55,Loyals
13694.0,373.0,3.0,6.543859649122807,0.15281501340482573,568.0,366.0,1084.3508771929824,57,7.0,0.12280701754385964,1.5689964788732396,1103.9315789473685,62924.100000000006,Insiders
15983.0,373.0,22.0,93.25,0.010723860589812333,113.0,82.0,223.0,4,0.0,0.0,2.1008849557522122,368.755,1475.02,Loyals
14849.0,373.0,21.0,13.321428571428571,0.07506702412868632,388.0,159.0,202.0,28,3.0,0.10714285714285714,2.4403092783505156,282.29571428571427,7904.28,Insiders
17968.0,373.0,373.0,373.0,0.002680965147453083,85.0,74.0,160.0,1,0.0,0.0,1.9291764705882353,277.35,277.35,Potencials
16210.0,373.0,1.0,21.941176470588236,0.045576407506702415,122.0,73.0,444.5882352941176,17,0.0,0.0,3.7064754098360657,1239.7823529411764,21076.3,Loyals
17897.0,373.0,172.0,93.25,0.010723860589812333,114.0,100.0,55.75,4,1.0,0.25,3.0799122807017545,135.275,541.1,Loyals
17377.0,373.0,23.0,17.761904761904763,0.05630026809651475,418.0,190.0,98.80952380952381,21,1.0,0.047619047619047616,2.604186602870813,186.94857142857143,3925.92,Insiders
16552.0,373.0,242.0,186.5,0.005361930294906166,17.0,17.0,109.5,2,0.0,0.0,4.11,189.865,379.73,Absentings
17181.0,373.0,57.0,186.5,0.005361930294906166,23.0,23.0,120.5,2,0.0,0.0,3.039565217391304,119.96000000000001,239.92000000000002,Outs
17951.0,373.0,39.0,93.25,0.010723860589812333,20.0,18.0,152.5,4,1.0,0.25,2.2085,247.71,990.84,Absentings
14729.0,373.0,373.0,373.0,0.002680965147453083,71.0,69.0,197.0,1,0.0,0.0,2.159154929577465,313.49,313.49,Medians
12748.0,373.0,0.0,1.7188940092165899,0.5817694369973191,4580.0,1766.0,110.48847926267281,217,11.0,0.05069124423963134,2.3755960698689957,140.49092165898617,30486.53,Insiders
15012.0,373.0,53.0,186.5,0.005361930294906166,128.0,110.0,115.5,2,0.0,0.0,2.613515625,211.52,423.04,Loyals
12868.0,373.0,185.0,62.166666666666664,0.0160857908847185,107.0,72.0,154.66666666666666,6,0.0,0.0,2.611682242990654,267.84333333333336,1607.0600000000002,Loyals
